ID,Codigo,Link,Nombre,Descripcion/Obervaciones,Tipo,ProcedenciaOC,EsTratoDirecto,EsCompraAgil,CodigoTipo,CodigoAbreviadoTipoOC,DescripcionTipoOC,codigoEstado,Estado,codigoEstadoProveedor,EstadoProveedor,FechaCreacion,FechaEnvio,FechaSolicitudCancelacion,fechaUltimaModificacion,FechaAceptacion,FechaCancelacion,tieneItems,PromedioCalificacion,CantidadEvaluacion,MontoTotalOC,TipoMonedaOC,MontoTotalOC_PesosChilenos,Impuestos,TipoImpuesto,Descuentos,Cargos,TotalNetoOC,CodigoUnidadCompra,RutUnidadCompra,UnidadCompra,CodigoOrganismoPublico,OrganismoPublico,sector,ActividadComprador,CiudadUnidadCompra,RegionUnidadCompra,PaisUnidadCompra,CodigoSucursal,RutSucursal,Sucursal,CodigoProveedor,NombreProveedor,ActividadProveedor,ComunaProveedor,RegionProveedor,PaisProveedor,Financiamiento,PorcentajeIva,Pais,TipoDespacho,FormaPago,CodigoLicitacion,Codigo_ConvenioMarco,IDItem,codigoCategoria,Categoria,codigoProductoONU,NombreroductoGenerico,RubroN1,RubroN2,RubroN3,EspecificacionComprador,EspecificacionProveedor,cantidad,UnidadMedida,monedaItem,precioNeto,totalCargos,totalDescuentos,totalImpuestos,totalLineaNeto,Forma de Pago
48045799,587-371-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=587-371-AG23,"SELICO Nº 370/2023 Adquisición de aplique de muro led 8 W Luz fría, Compra ágil: 587-227-COT23","ENVIAR INFORMACIÓN BANCARIA PARA TRANSFERENCIA O CORREO ELECTRÓNICO PARA AVISO DE DISPONIBILIDAD DEVALEVISTA A MARIA VILLAGRA mvillagra@minvu.cl Y A FERNANDA CABELLO fcabello@minvu.cl.
Las facturas al ser creadas deben mencionar la OC correctamente asoci",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-02,2023-05-05,2023-05-05,2023-05-05,2023-05-05,NA,1,0,0,83849304,CLP,83849304,13387704,IVA,0,0,704616,1583,61.801.000-7,Ministerio de Vivienda y Urbanismo(766),6951,SUBSECRETARIA DEL MINISTERIO DE LA VIVIENDA Y URBANISMO,Obras Públicas,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Santiago,Región Metropolitana de Santiago,Extranjero,963401,76.706.903-0,PRAISE SPA,1555956,PRAISE SPA,"Comercializadora Luminaria Led, Serv. Instalación",Puente Alto,Región Metropolitana de Santiago,NA,2030,19,Extranjero,7,2,NA,NA,128335962,43221500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos, plataformas y accesorios de redes multimedia, voz y datos / Sistemas o accesorios de gestión de llamadas",43221508,Paneles de lámparas de ocupación telefónica,"Tecnologías de la información, telecomunicaciones y radiodifusión","Equipos, plataformas y accesorios de redes multimedia, voz y datos",Sistemas o accesorios de gestión de llamadas,"El Ministerio de Vivienda y Urbanismo, en adelante “MINVU”, requiere la adquisición de doce (12) unidades de aplique muro led 8 W luz fría.
 Se Adjunta requerimiento.
","El Ministerio de Vivienda y Urbanismo, en adelante “MINVU”, requiere la adquisición de doce (12) unidades de aplique muro led 8 W luz fría.
 Se Adjunta requerimiento.",12,Unidad,CLP,58718,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
47896718,3497-319-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3497-319-SE23,ADQUISICION DE PRODUCTOS PARA CANASTAS DE ALIMENTOS,"SEGUN PEDIMENTO N°92 DE FECHA 06 DE ABRIL DE 2023 DEL DIRECTOR DE DESARROLLO COMUNITARIO (S), LA NECESIDAD DE ADQUIRIR INSUMOS PARA 30 CANASTAS DE ALIMENTOS DESTINADOS A FAMILIAS DE LA COMUNA",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-04-06,2023-05-05,2023-05-05,2023-05-09,NA,NA,1,0,0,24523910925948,CLP,24523910925948,3915582416748,IVA,0,0,206083285092,4418,69.140.400-5,ADQUISICIONES,114925,I MUNICIPALIDAD DE COBQUECURA,Municipalidades,GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA| ESTABLECIMIENTOS DE ENSENANZA PRIMARIA,Cobquecura,Región del Ñuble,CL,1230093,77.396.318-5,SUPERMERCADO LA COLERICA,1817432,COMERCIAL REDLICH GARCIA SPA,VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPEC,Quirihue,Región del Ñuble,Chile,308,19,CL,7,2,3497-55-LE22,NA,127890739,50171500,"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",50171551,Sal de cocina o de mesa,"Alimentos, bebidas y tabaco",Condimentos y preservantes,"Hierbas, especias y extractos",SAL LOBOS MESA / COCINA 1 K,SAL LOBOS MESA / COCINA 1 K,30,Unidad,CLP,529,0,0,0,15870,30 dias contra la recepcion conforme de la factura
48087200,1220190-379-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1220190-379-SE23,DEX-COMPRA PASAJE INTERNACIONAL-DP-ESC,"REX N°7.688

DEPA: 1.
ITINERARIO: Santiago-Caracas.
SALIDA: 06 de Mayo de 2023.

ESCOLTAS: 2.
ITINERARIO: Santiago-Caracas-Santiago.
SALIDA: 06-07 de Mayo de 2023.


""""Enviar factura en PDF al correo dte@serviciomigraciones.cl y remitir el archi",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-05-08,2023-05-11,2023-05-11,2023-05-08,NA,NA,1,490909090909091,11,4528136,CLP,4528136,0,Exento,0,0,4528136,1220190,62.000.920-2,SECCIÓN EXPULSADOS,1783361,SERVICIO NACIONAL DE MIGRACIONES,Otros,Compra de insumos y pasajes para expulsados,Santiago,Región Metropolitana de Santiago,NA,23634,80.116.100-6,Blanco Viajes SPA,24090,BLANCO VIAJES SPA,AGENCIAS Y ORGANIZADORES DE VIAJES; ACTIVIDADES DE,Alhué,Región Metropolitana de Santiago,Chile,657,0,NA,12,2,1195104-61-LR22,NA,128460295,90121500,"Servicios de Viajes, alimentación, alojamiento y entretenimiento / Asistencia para viajes / Agentes de viajes",90121502,Agencias de viajes,"Servicios de Viajes, alimentación, alojamiento y entretenimiento",Asistencia para viajes,Agentes de viajes,PASAJE AÉREO INTERNACIONAL DEPA.,NA,1,Unidad no definida,CLP,885168,0,0,0,885168,30 dias contra la recepcion conforme de la factura
48044926,1057539-4563-CM23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057539-4563-CM23,Orden de Compra: 1057539-4563-CM23 Alimentos Mayo 2023 Casino,Orden de Compra codigo: 1057539-4563-CM23 dirigida a DISTRIBUIDORA COMERCIAL SURMONTT LIMITADA,CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2023-05-02,2023-05-11,2023-05-02,2023-05-02,2023-05-11,NA,1,5,1,12660900,CLP,12660900,0,Exento,0,0,12660900,1057539,61.975.100-0,Bienes y Servicios,127018,HOSPITAL PUERTO MONTT SERVICIO DE SALUD DEL RELONCAVI,Salud,Servicio Público,Puerto Montt,Región de los Lagos,CL,765226,76.287.477-6,DISTRIBUIDORA SURMONTT LTDA.,1363417,Distribuidora Surmontt,"MAYORISTAS DE VINOS Y BEBIDAS ALCOHOLICAS Y DE FANTASIA| VENTA AL POR MAYOR DE HUEVOS, LECHE, ABARROTES, Y OTROS ALIMENTOS N.C.| VENTA AL POR MAYOR DE ARTICULOS DE PERFUMERIA, COSMETICOS, JABONES Y P| VENTA AL POR MAYOR DE PAPEL Y CARTON| COMERCIO DE ARTI",NA,NA,NA,9621,0,CL,12,2,NA,2239-7-LR17,128333372,NA,NA,0,KETCHUP  DON JUAN BOLSA 1K UNIDAD X REGION,NA,NA,NA,(1454274) KETCHUP  DON JUAN BOLSA 1K UNIDAD X REGION,"(1454274) KETCHUP  DON JUAN BOLSA 1K UNIDAD X REGION ; Región de los Lagos ; Puerto Montt; LOS AROMOS 65, PAIPOTE 3",20,NA,CLP,1872,0,0,0,37440,30 dias contra la recepcion conforme de la factura
48049685,1078078-968-CM23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1078078-968-CM23,"SC 14921 - ESTANQUES DE POLIETILENO - COMUNA DE NACIMIENTO, REGION DEL BIOBIO","SC 14921 DEL 26 DE ABRIL DE 2023
FEMER N° 14054
Sr. proveedor revise adjuntos """"Guía para proveedores del estado"""" y Acepte OC para el pago. Remitir las facturas en formato XML a: dipresrecepcion@custodium.com 
Coordinar con: Margarita Friz +56944150519
",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,5,En proceso,2,En proceso,2023-05-02,2023-05-02,2023-05-02,2023-05-02,NA,NA,1,4,461,89210254,CLP,89210254,14243654,IVA,0,0,749666,1078078,60.509.001-K,OFICINA NACIONAL DE EMERGENCIA DEL MINIS,7180,SERVICIO NACIONAL DE PREVENCIÓN Y RESPUESTA ANTE DESASTRES,"Gob. Central, Universidades",NA,Santiago,Región Metropolitana de Santiago,CL,73717,96.792.430-K,SODIMAC S.A. - CONVENIOS MARCO,71464,SODIMAC S.A.,"EDICION DE PERIODICOS, REVISTAS Y PUBLICACIONES PERIODICAS| FABRICACION DE PRODUCTOS METALICOS DE USO ESTRUCTURAL| VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES| VENTA AL POR MAYOR DE MATERIALES DE CONSTRUCCION, ARTICULOS DE FERRETE| GRAND",NA,NA,CL,NA,19,CL,12,49,NA,2239-9-LR21,128347164,NA,NA,0,ESTANQUE DE AGUA - 1000 L EMERGENCIA REGIÓN VIII,NA,NA,NA,(1826287) ESTANQUE DE AGUA - 1000 L EMERGENCIA REGIÓN VIII,"(1826287) ESTANQUE DE AGUA - 1000 L EMERGENCIA REGIÓN VIII ; Región del Biobío ; Nacimiento; Comuna de Nacimiento, Region del Biobío",2,NA,CLP,99240,0,0,0,198480,NA
48070059,1057489-4698-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057489-4698-SE23,TD 1504 SISTEMA DE ARRIENDO DE GESTION INTEGRAL ERP ABRIL 2023,"TD 1504
SERVICIO DE ARRIENDO DE SISTEMA DE GESTIÓN INTEGRAL DE SALUD DE ERP PARA EL HOSPITAL DEL SALVADOR
24 MESES
DESDE 30-03-2022 AL 30-03-2024
PERIODO ABRIL 2023
UF 35.890,87
TODAS LAS FACTURAS DEBEN SER EMITIDAS DETALLANDO CORRECTAMENTE EL ID DE",SE,Si solo existe un proveedor del bien o servicio,Si,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-04,2023-05-05,2023-05-04,2023-05-04,2023-05-08,NA,1,0,0,53907,CLF,193406355384375,8607,IVA,0,0,453,1057489,61.608.406-2,Bienes y Servicios,7428,SERVICIO DE SALUD ORIENTE HOSPITAL DEL SALVADOR,Salud,Servicio Público,Providencia,Región Metropolitana de Santiago,CL,627289,76.132.093-9,Sistemas Expertos,1230665,SISTEMAS EXPERTOS E INGENIERIA DE SOFTWARE LIMITADA,EMPRESAS DE SERVICIOS INTEGRALES DE INFORMATICA| O,Santiago,Región Metropolitana de Santiago,Chile,NA,19,CL,7,2,NA,NA,128408967,43231500,"Tecnologías de la información, telecomunicaciones y radiodifusión / Software / Software de gestión",43231511,Software de sistema experto,"Tecnologías de la información, telecomunicaciones y radiodifusión",Software,Software de gestión,5202500019 	PRESCRIPCIÓN ELECTRÓNICA,5202500019 	PRESCRIPCIÓN ELECTRÓNICA,1,Unidad no definida,CLF,14,0,0,0,14,30 dias contra la recepcion conforme de la factura
48089798,2759-310-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2759-310-SE23,CURSO CAPACITACION-SOLIC-1-DIRECCION DE CONTROL,"CURSO DE CAPACITACION """"LEGALIDAD DEL GASTO Y ABASTECIMIENTO MUNICIPAL"""", SOLICITUD Nº1-DIRECCION DE CONTROL ASISTEN CRISTIAN PINTO GARRIDO,CLAUDIA ROJAS DOMINGUEZ, PAMELA CARTES URRUTIA, JORGE ESPINOZA ARANEDA 11 Y 12 DE MAYO DEL 2023 EN LA CIUDAD DE CONCE",SE,Si solo existe un proveedor del bien o servicio,Si,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-08,2023-05-10,2023-05-10,2023-05-08,2023-05-10,NA,1,5,5,1340000,CLP,1340000,0,Exento,0,0,1340000,3748,69.151.200-2,DEPTO. ADQUISICIONES MUNICIPIO,100448,I MUNICIPALIDAD DE CORONEL,Municipalidades,NA,Coronel,Región del Biobío,CL,61248,89.102.300-6,SOCIEDAD DE CAPACITACIÓN ARAUC - Casa Matriz,59635,SOC DE CAPACITACION ARAUCANIA LIMITADA,OTRAS ACTIVIDADES EMPRESARIALES N.C.P.,Temuco,Región de la Araucanía,Chile,"2152211002-1-15.02.01, PRE OBLIG. 613",0,CL,12,2,NA,NA,128468567,80141600,"Servicios profesionales, administrativos y consultorías de gestión empresarial / Servicios para la comercialización y distribución / Ventas y marketing",80141617,Capacitaciones directas en el concesionario,"Servicios profesionales, administrativos y consultorías de gestión empresarial",Servicios para la comercialización y distribución,Ventas y marketing,"CURSO DE CAPACITACION """"LEGALIDAD DEL GASTO Y ABASTECIMIENTO MUNICIPAL"""", ASISTEN CRISTIAN PINTO GARRIDO, CLAUDIA ROJAS DOMINGUEZ, PAMELA CARTES URRUTIA, JORGE ESPINOZA ARANEDA. LOS DIAS 11 Y 12 DE MAYO DEL 2023.","CURSO DE CAPACITACION """"LEGALIDAD DEL GASTO Y ABASTECIMIENTO MUNICIPAL"""", ASISTEN CRISTIAN PINTO GARRIDO, CLAUDIA ROJAS DOMINGUEZ, PAMELA CARTES URRUTIA, JORGE ESPINOZA ARANEDA. LOS DIAS 11 Y 12 DE MAYO DEL 2023.",4,Unidad,CLP,335000,0,0,0,1340000,30 dias contra la recepcion conforme de la factura
48069467,1028897-348-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1028897-348-AG23,"SP 11/123 Materiales Taller de Computación Liceo Público Luis González Vásquez, RBD 6585, SEP (jg) .","SP 11/123 Materiales Taller de Computación Liceo Público Luis González Vásquez, RBD 6585, SEP (jg) .
Orden de Compra código: 1028897-348-AG23 dirigida a Econsa E.I.R.L.
Orden de Compra generada por invitación a compra ágil: 1028897-97-COT23
Despachar a",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,12,Recepcion Conforme,7,Recepcion Conforme,2023-05-04,2023-05-05,2023-05-05,2023-05-05,2023-05-08,NA,1,0,0,767907,CLP,767907,122607,IVA,0,0,645300,1028897,65.154.272-3,Subdirección de administración y finanzas,1622818,SERVICIO LOCAL DE EDUCACION COSTA ARAUCANIA,"Gob. Central, Universidades",Educación,Carahue,Región de la Araucanía,Extranjero,813165,76.355.715-4,Econsa Ingenieria,1409927,Econsa Ingenieria,Obras de Ingenieria y Construccion,NA,NA,NA,494,19,Extranjero,7,2,NA,NA,128407249,43212100,"Tecnologías de la información, telecomunicaciones y radiodifusión / Equipos informáticos y accesorios / Impresoras",43212108,Impresoras de cinta térmica,"Tecnologías de la información, telecomunicaciones y radiodifusión",Equipos informáticos y accesorios,Impresoras,Pasta térmica disipadora de calor Temperatura CPU GPU 10 gr,Pasta térmica disipadora de calor Temperatura CPU GPU 10 gr,8,Unidad,CLP,1949,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
47919000,3159-58-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=3159-58-AG23,GRIFERIAS PARA INSTALACION DE CALEFON,GRIFERIAS PARA INSTALACION DE CALEFON BAÑO ADM CENTRAL,AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-04-11,2023-05-04,2023-04-11,2023-04-11,2023-05-08,NA,1,5,5,5065711,CLP,5065711,808811,IVA,0,0,425690,4080,61.102.038-4,DEPTO. DE BIENESTAR SOCIAL (I),111875,DIRECCION DE ABASTECIMIENTO DE LA ARMADA,FFAA,NA,Iquique,Región de Tarapacá,Extranjero,18530,77.468.830-7,LONZA HERMANOS LIMITADA,19233,LONZA HERMANOS LIMITADA,VENTA AL POR MENOR DE ARTICULOS DE FERRETERIA Y MATERIALES DE CONSTRUC,Iquique,Región de Tarapacá,NA,5006/36/23,19,Extranjero,22,2,NA,NA,127952747,32141100,Artículos de electrónica / Válvulas electrónicas / Piezas y accesorios para tubos electrónicos,32141106,Bases de tubo,Artículos de electrónica,Válvulas electrónicas,Piezas y accesorios para tubos electrónicos,TUBO DE ACERO GALVANIZADO DE 4,NA,1,Unidad,CLP,6290,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48058168,1529-184-CM23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1529-184-CM23,GAS LICUADO PARA LAVANDERIA - ALIMENTACIÓN,"Solicitud realizada por encargado de operaciones, autorizado por SDA D. DAVID GUAJARDO
facturar al correo 
dipresrecepcion@custodium.com con copia a:
facturashrengo@gmail.com-bodegahrengo@gmail.com
",CM,Proveniente de convenio marco,No,No,9,CM,Convenio Marco,6,Aceptada,4,Aceptada,2023-05-03,2023-05-03,2023-05-03,2023-05-03,2023-05-08,NA,1,468098159509202,163,635460,CLP,635460,101460,IVA,0,0,534000,2525,61.602.140-0,Hospital de Rengo,7440,SERVICIO DE SALUD HOSPITAL DE RENGO,Salud,HOSPITALES Y CLINICAS,Rengo,Región del Libertador General Bernardo O´Higgins,CL,26592,91.806.000-6,ABASTIBLE S.A.,26796,ABASTIBLE S.A.,FABRICACION DE GAS; DISTRIBUCION DE COMBUSTIBLES GASEOSOS POR TUBERIAS| SERVICIO DE LAVADO DE VEHICULOS AUTOMOTORES| MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES| VENTA AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES| VENTA AL POR MAYOR DE COMBUSTIBLE,NA,NA,CL,1723,19,CL,12,2,NA,2239-6-LR21,128372761,NA,NA,0,GAS LICUADO NORMAL GRANEL  - LITRO VI REGIÓN,NA,NA,NA,(1704062) GAS LICUADO NORMAL GRANEL  - LITRO VI REGIÓN,"(1704062) GAS LICUADO NORMAL GRANEL  - LITRO VI REGIÓN ; Región del Libertador General Bernardo O´Higgins; Rengo; AV. CAUPOLICAN SUR N°80, RENGO",2000,NA,CLP,267,0,0,0,534000,30 dias contra la recepcion conforme de la factura
48097336,859378-180-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=859378-180-AG23,Material ferretería Proyecto EMPRENDE II - KRetamal. UVA 2095,"Orden de Compra generada por invitación a compra ágil: 859378-287-COT23
Contacto: René Espinoza Guillén | Alumna: Karla Retamal
Despacho: General Cruz #222, Valparaíso

IMPORTANTE: Revisar instructivo sobre facturación.",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-09,2023-05-10,2023-05-10,2023-05-10,2023-05-11,NA,1,0,0,734706,CLP,734706,117306,IVA,0,0,617400,859378,60.921.000-1,14 Convenio Desempeño - Proyectos,96996,UNIVERSIDAD DE VALPARAISO,"Gob. Central, Universidades",NA,Valparaíso,Región de Valparaíso,Extranjero,1137615,77.153.112-1,FOURMED,1727472,4MED SPA,"VENTA AL POR MAYOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO",Concón,Región de Valparaíso,NA,213122019,19,Extranjero,7,2,NA,NA,128490235,12171500,Productos químicos industriales / Colorantes / Tinturas,12171503,Tintes rosanilinas,Productos químicos industriales,Colorantes,Tinturas,Anilina 25gr. Montblanc Morado,Anilina 25gr. Montblanc Morado,2,Unidad,CLP,2800,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
48064467,1171166-190-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1171166-190-SE23,"VAA/ P02 SLEP / ESTADO DE PAGO N° 9, SERVICIO DE MANTENIMIENTO DE AREAS VERDES, RETIRO DE ESCOMBROS Y MOBILIARIO.","VAA/ P02 SLEP / ESTADO DE PAGO N° , SERVICIO DE MANTENIMIENTO DE AREAS VERDES, RETIRO DE ESCOMBROS Y MOBILIARIO.",SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,12,Recepcion Conforme,7,Recepcion Conforme,2023-05-04,2023-05-04,2023-05-04,2023-05-04,2023-05-05,NA,1,0,0,22348676,CLP,22348676,3568276,IVA,0,0,18780400,1171166,62.000.810-9,P02 SLEP ATACAMA,1723291,SERVICIO LOCAL DE EDUCACION PÚBLICA DE ATACAMA,Otros,EDUCACION,Copiapó,Región de Atacama,CL,982601,76.769.358-3,Paulina Ximena,1574466,VICHUQUEN SERVICIOS SPA,Servicios,San Bernardo,Región Metropolitana de Santiago,Chile,NA,19,CL,7,2,1171166-46-LR21,NA,128392193,72131700,Servicios de construcción y mantenimiento / Construcción de edificios en general / Construcción de obras civiles y infraestructuras,72131702,Construcción de obras civiles,Servicios de construcción y mantenimiento,Construcción de edificios en general,Construcción de obras civiles y infraestructuras,ORDEN DE TRABAJO N° 88. LICEO FERNANDO ARIZTÍA RUÍZ.,ORDEN DE TRABAJO N° 88. LICEO FERNANDO ARIZTÍA RUÍZ.,1,Unidad no definida,CLP,720000,0,0,0,720000,30 dias contra la recepcion conforme de la factura
47640250,1380-2701-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1380-2701-SE23,TD-INSUMOS PARA CIRUGIAS TRAUMATOLOGICAS,"CORRESPONDE A INSUMOS PARA CIRUGIAS TRAUMATOLOGICAS 698
11 PACIENTES NOVIEMBRE 2021
INICIALES ó CC: BLM, 3528315, BPB, CRA, CGP, CFC, CML, CMM, 3519746, EFA, EDP",SE,Reposición o complementación de accesorios compatibles con modelos ya adquiridos,Si,No,8,SE,Sin emisión automática,4,Enviada a proveedor,1,Nueva orden de compra,2023-02-22,2023-05-11,2023-05-10,2023-05-10,NA,NA,1,45,14,958081019,CLP,958081019,152970919,IVA,0,0,8051101,2376,61.602.232-6,HOSPITAL HERNAN HENRIQUEZ ARAVENA - ABASTECIMIENTO,7046,HOSPITAL DOCTOR HERNAN HENRIQUEZ ARAVENA,Salud,NA,Temuco,Región de la Araucanía,CL,26783,93.745.000-1,Johnson & Johnson Medical,26963,JOHNSON Y JOHNSON DE CHILE S A,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS,Las Condes,Región Metropolitana de Santiago,Chile,NA,19,CL,7,2,NA,NA,127480804,42242000,"Equipamiento y suministros médicos / Productos medicinales para deportes, prostéticos y ortopédicos / Dispositivos, accesorios y suministros protésicos",42242003,Dispositivos de sujeción protésica o accesorios,Equipamiento y suministros médicos,"Productos medicinales para deportes, prostéticos y ortopédicos","Dispositivos, accesorios y suministros protésicos",428-1740	TORNILLO CANULADO 4.5 AUTOPERFORANTE,"CannScr ø4.5 self-drill full-thr L44 SSt
GuideWire ø1.6 w/thread-tip w/trocar L15
",3,Unidad,CLP,139967,0,0,0,419901,30 dias contra la recepcion conforme de la factura
48099206,1057492-1810-SE23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=1057492-1810-SE23,MANGAS DE COMPRENSION,NA,SE,Proveniente de licitación pública,No,No,8,SE,Sin emisión automática,6,Aceptada,4,Aceptada,2023-05-09,2023-05-09,2023-05-09,2023-05-09,2023-05-10,NA,1,410909090909091,33,380800,CLP,380800,60800,IVA,0,0,320000,1057492,61.959.800-8,Bienes y Servicios,7130,HOSPITAL ORIENTE DR LUIS TISNE BROUSSE,Salud,Servicio Público,Peñalolén,Región Metropolitana de Santiago,NA,40634,92.288.000-k,Drogueria Hofmann,39998,DROGUERIA HOFMANN SAC,VENTA AL POR MAYOR DE PRODUCTOS QUIMICOS| VENTA AL,Renca,Región Metropolitana de Santiago,Chile,NA,19,NA,7,2,1057492-144-LQ22,NA,128495568,42311500,"Equipamiento y suministros médicos / Productos para el cuidado de heridas / Vendas, vendajes y productos relacionados",42311525,Vendas de presión,Equipamiento y suministros médicos,Productos para el cuidado de heridas,"Vendas, vendajes y productos relacionados","A01I0560	MANGA PARA COMPRESION DESECHABLE(PIERNERA) TALLA L
","A01I0560	MANGA PARA COMPRESION DESECHABLE(PIERNERA) TALLA L
",5,Unidad,CLP,32000,0,0,0,160000,30 dias contra la recepcion conforme de la factura
48062956,2355-39-AG23,http://www.mercadopublico.cl/PurchaseOrder/Modules/PO/DetailsPurchaseOrder.aspx?codigoOC=2355-39-AG23,Orden de Compra generada por invitación a compra ágil: 2355-12-COT23,"Orden de Compra código: 2355-39-AG23 dirigida a COMERCIAL EO LIMITADA. DIRECCIÓN DE DESPACHO: Pedro Sarmiento de Gamboa N° 893. CONTACTO: CHRISTIAN MUÑOZ OYARZO, FONO: 61 2200460-CEL: 964633099, para coordinar entrega del insumo. CUENTA PRESUPUESTARIA N°2",AG,Adquisición igual o inferior a 30 UTM (Debe presentar 3 cotizaciones),Si,Si,13,AG,Compra Ágil,6,Aceptada,4,Aceptada,2023-05-04,2023-05-09,2023-05-09,2023-05-09,2023-05-11,NA,1,0,0,139749792,CLP,139749792,22312992,IVA,0,0,1174368,3348,69.250.200-0,DIRECCIÓN MEDIO AMBIENTE ASEO Y ORNATO,86580,I MUNICIPALIDAD DE PUNTA ARENAS,Municipalidades,OTRAS ACTIVIDADES EMPRESARIALES N.C.P.| GOBIERNO CENTRAL Y ADMINISTRACION PUBLICA,Punta Arenas,Región de Magallanes y de la Antártica,Extranjero,723527,76.227.322-5,COMERCIAL EO Ltda.,1323164,Eduardo Jose,"OBRAS DE INGENIERIA| OBRAS MENORES EN CONSTRUCCION (CONTRATISTAS, ALBANILES, CARPINTEROS)",Punta Arenas,Región de Magallanes y de la Antártica,NA,217,19,Extranjero,7,2,NA,NA,128386746,24111800,Equipamiento para manejo y estiba de materiales / Recipientes para almacenamiento / Tanques y cilindros,24111812,Pileta recipiente,Equipamiento para manejo y estiba de materiales,Recipientes para almacenamiento,Tanques y cilindros,"BEBEDEROS RECTAGULARES PARA AGUA, CON UNA CAPACIDAD DE 240 LTS. MATERIAL: DE POLIETILENO DE MEDIANA DENSIDAD. PARA ANIMALES MAYORES.","BEBEDERO 240 lts. para animales mayores, según ficha técnica adjunta. Garantía 6 meses. Entrega en 7 días, en calle P. Sarmiento de Gamboa 893, Punta Arenas. Todos los costos incluidos.",8,Unidad,CLP,146796,0,0,NA,NA,30 dias contra la recepcion conforme de la factura
